#E,eV        Sig,b        Interpolation
 1323.43     10.2932      Lin-Lin
 1341.51     10.2458      Lin-Lin
 1359.45     10.1988      Lin-Lin
 1377.38     10.1518      Lin-Lin
 1395.32     10.1048      Lin-Lin
 1413.25     10.0578      Lin-Lin
 1431.19     10.0166      Lin-Lin
 1449.12     9.97536      Lin-Lin
 1467.06     9.93412      Lin-Lin
 1484.99     9.89288      Lin-Lin
 1513.4      9.82756      Lin-Lin
 1538.8      9.76917      Lin-Lin
 1565.7      9.70733      Lin-Lin
 1592.6      9.64548      Lin-Lin
 1610.54     9.60425      Lin-Lin
 1628.47     9.56302      Lin-Lin
 1646.41     9.52179      Lin-Lin
 1664.34     9.48057      Lin-Lin
 1682.28     9.43934      Lin-Lin
 1691.24     9.41873      Lin-Lin
 1700.21     9.3937       Lin-Lin
 1718.15     9.34364      Lin-Lin
 1736.08     9.29357      Lin-Lin
 1754.02     9.24352      Lin-Lin
 1771.95     9.19346      Lin-Lin
 1789.89     9.1434       Lin-Lin
 1798.85     9.11838      Lin-Lin
 1807.82     9.0871       Lin-Lin
 1825.76     9.02454      Lin-Lin
 1843.69     8.96199      Lin-Lin
 1861.62     8.89944      Lin-Lin
 1875.08     8.85254      Lin-Lin
 1879.56     8.8369       Lin-Lin
 1888.53     8.79763      Lin-Lin
 1901.98     8.73872      Lin-Lin
 1915.43     8.67981      Lin-Lin
 1928.88     8.62091      Lin-Lin
 1942.33     8.56202      Lin-Lin
 1951.3      8.51293      Lin-Lin
 1960.27     8.46384      Lin-Lin
 1969.23     8.41475      Lin-Lin
 1978.2      8.36566      Lin-Lin
 1987.17     8.31659      Lin-Lin
 1996.14     8.26751      Lin-Lin
 2005.1      8.20652      Lin-Lin
 2014.07     8.14554      Lin-Lin
 2023.04     8.08457      Lin-Lin
 2032.01     8.0236       Lin-Lin
 2040.97     7.96265      Lin-Lin
 2049.94     7.88853      Lin-Lin
 2058.91     7.81443      Lin-Lin
 2067.88     7.74034      Lin-Lin
 2076.84     7.66627      Lin-Lin
 2083.57     7.60042      Lin-Lin
 2090.3      7.53458      Lin-Lin
 2097.02     7.46875      Lin-Lin
 2103.75     7.40294      Lin-Lin
 2108.23     7.35908      Lin-Lin
 2110.47     7.3336       Lin-Lin
 2117.2      7.25717      Lin-Lin
 2123.92     7.18076      Lin-Lin
 2130.65     7.10438      Lin-Lin
 2135.13     7.05347      Lin-Lin
 2139.62     7.00258      Lin-Lin
 2144.1      6.94746      Lin-Lin
 2148.58     6.89235      Lin-Lin
 2153.07     6.83726      Lin-Lin
 2157.55     6.7822       Lin-Lin
 2162.04     6.72715      Lin-Lin
 2166.52     6.67213      Lin-Lin
 2171        6.61715      Lin-Lin
 2175.49     6.56219      Lin-Lin
 2179.97     6.50728      Lin-Lin
 2184.46     6.45241      Lin-Lin
 2189.5      6.40174      Lin-Lin
 2193.09     6.36575      Lin-Lin
 2194.99     6.34666      Lin-Lin
 2196.9      6.33435      Lin-Lin
 2200.6      6.31051      Lin-Lin
 2202.39     6.29897      Lin-Lin
 2205.98     6.27594      Lin-Lin
 2210.01     6.26849      Lin-Lin
