#E,eV        Sig,b        Interpolation
 29376.8     0.761116     Lin-Lin
 29393       0.76424      Lin-Lin
 29409.2     0.767368     Lin-Lin
 29441.6     0.773633     Lin-Lin
 29473.9     0.77991      Lin-Lin
 29506.3     0.788184     Lin-Lin
 29538.6     0.796475     Lin-Lin
 29562.9     0.804385     Lin-Lin
 29587.2     0.812309     Lin-Lin
 29603.4     0.817601     Lin-Lin
 29611.4     0.820907     Lin-Lin
 29635.7     0.830842     Lin-Lin
 29651.9     0.837478     Lin-Lin
 29660       0.841545     Lin-Lin
 29684.3     0.853769     Lin-Lin
 29700.4     0.861934     Lin-Lin
 29708.5     0.867007     Lin-Lin
 29732.8     0.882252     Lin-Lin
 29749       0.892437     Lin-Lin
 29757.1     0.898601     Lin-Lin
 29773.2     0.910948     Lin-Lin
 29781.3     0.917131     Lin-Lin
 29789.4     0.924406     Lin-Lin
 29805.6     0.938978     Lin-Lin
 29813.7     0.946275     Lin-Lin
 29821.8     0.954937     Lin-Lin
 29838       0.972288     Lin-Lin
 29846.1     0.980977     Lin-Lin
 29854.2     0.991396     Lin-Lin
 29870.3     1.01227      Lin-Lin
 29878.4     1.02272      Lin-Lin
 29886.5     1.03507      Lin-Lin
 29902.7     1.05982      Lin-Lin
 29918.9     1.08863      Lin-Lin
 29927       1.10306      Lin-Lin
 29933.4     1.11634      Lin-Lin
 29946.4     1.14294      Lin-Lin
 29959.3     1.17347      Lin-Lin
 29965.8     1.18876      Lin-Lin
 29972.3     1.20635      Lin-Lin
 29985.2     1.2416       Lin-Lin
 29998.2     1.28237      Lin-Lin
 30000       1.2882       Lin-Lin
 30004.6     1.30279      Lin-Lin
 30011.1     1.32657      Lin-Lin
 30024       1.3742       Lin-Lin
 30033.7     1.41488      Lin-Lin
 30037       1.42846      Lin-Lin
 30043.5     1.45891      Lin-Lin
 30049.9     1.48941      Lin-Lin
 30053.2     1.50654      Lin-Lin
 30062.9     1.558        Lin-Lin
 30072.6     1.6161       Lin-Lin
 30075.8     1.63551      Lin-Lin
 30082.3     1.67946      Lin-Lin
 30088.8     1.72349      Lin-Lin
 30092       1.74857      Lin-Lin
 30101.7     1.82392      Lin-Lin
 30111.4     1.90887      Lin-Lin
 30121.1     2.00344      Lin-Lin
 30130.8     2.10914      Lin-Lin
 30137.3     2.18819      Lin-Lin
 30140.5     2.22777      Lin-Lin
 30143.8     2.27229      Lin-Lin
 30150.2     2.36146      Lin-Lin
 30156.7     2.46239      Lin-Lin
 30160       2.51293      Lin-Lin
 30163.2     2.57036      Lin-Lin
 30169.7     2.68537      Lin-Lin
 30176.1     2.81394      Lin-Lin
 30182.6     2.95505      Lin-Lin
 30188.3     3.09051      Lin-Lin
 30188.7     3.1002       Lin-Lin
