#E,eV        Sig,b        Interpolation
 543.423     1.88925      Lin-Lin
 599.416     1.88851      Lin-Lin
 656.579     1.88775      Lin-Lin
 723.649     1.88688      Lin-Lin
 796.014     1.88595      Lin-Lin
 878.441     1.88489      Lin-Lin
 968.483     1.88374      Lin-Lin
 1066.92     1.8825       Lin-Lin
 1181.89     1.88105      Lin-Lin
 1300.07     1.87957      Lin-Lin
 1430.08     1.87794      Lin-Lin
 1577.55     1.8761       Lin-Lin
 1742.14     1.87406      Lin-Lin
 1928.02     1.87176      Lin-Lin
 2132.31     1.86923      Lin-Lin
 2345.54     1.8666       Lin-Lin
 2586.65     1.86363      Lin-Lin
 2862.49     1.86023      Lin-Lin
 3151.77     1.85668      Lin-Lin
 3458.33     1.85291      Lin-Lin
 3804.16     1.84867      Lin-Lin
 4213.89     1.84364      Lin-Lin
 4635.28     1.83848      Lin-Lin
 5098.81     1.8328       Lin-Lin
 5608.69     1.82656      Lin-Lin
 6213.08     1.81917      Lin-Lin
 6818.15     1.81176      Lin-Lin
 7516.98     1.80322      Lin-Lin
 8287.5      1.7938       Lin-Lin
 9136.91     1.78342      Lin-Lin
 10073.4     1.77198      Lin-Lin
 11160.7     1.75869      Lin-Lin
 12348       1.74419      Lin-Lin
 13595       1.72896      Lin-Lin
 14942.1     1.71251      Lin-Lin
 16312.9     1.69577      Lin-Lin
 16527.1     1.69316      Lin-Lin
 16600.7     1.69226      Lin-Lin
 16643.4     1.69174      Lin-Lin
 16670.7     1.69141      Lin-Lin
 16686.6     1.69122      Lin-Lin
 16699.9     1.69106      Lin-Lin
 16707.9     1.69097      Lin-Lin
 16714.4     1.69089      Lin-Lin
 16718.7     1.69084      Lin-Lin
 16723.1     1.69079      Lin-Lin
 16726.5     1.69076      Lin-Lin
 16729       1.69073      Lin-Lin
 16731.5     1.69071      Lin-Lin
 16733.4     1.69069      Lin-Lin
 16735.3     1.69068      Lin-Lin
 16736.7     1.69067      Lin-Lin
 16737.6     1.69067      Lin-Lin
 16738.5     1.69067      Lin-Lin
 16739.5     1.69067      Lin-Lin
 16740.1     1.69067      Lin-Lin
 16740.8     1.69067      Lin-Lin
 16741.3     1.69068      Lin-Lin
 16741.8     1.69068      Lin-Lin
 16742.2     1.69069      Lin-Lin
 16742.7     1.6907       Lin-Lin
 16743.1     1.69071      Lin-Lin
 16743.5     1.69072      Lin-Lin
 16743.9     1.69074      Lin-Lin
 16744.2     1.69076      Lin-Lin
 16744.6     1.69078      Lin-Lin
 16745       1.69081      Lin-Lin
 16745.3     1.69083      Lin-Lin
 16745.5     1.69085      Lin-Lin
 16745.8     1.69087      Lin-Lin
 16746.1     1.6909       Lin-Lin
 16746.3     1.69093      Lin-Lin
 16746.6     1.69097      Lin-Lin
 16746.8     1.691        Lin-Lin
 16747.1     1.69105      Lin-Lin
 16747.4     1.6911       Lin-Lin
 16747.7     1.69115      Lin-Lin
 16747.9     1.69121      Lin-Lin
 16748.2     1.69127      Lin-Lin
 16748.5     1.69134      Lin-Lin
 16748.7     1.69142      Lin-Lin
 16749       1.6915       Lin-Lin
 16749.3     1.69159      Lin-Lin
 16749.5     1.69169      Lin-Lin
 16749.9     1.69182      Lin-Lin
 16750.1     1.69194      Lin-Lin
 16750.4     1.69207      Lin-Lin
 16750.7     1.6922       Lin-Lin
 16750.9     1.69235      Lin-Lin
 16751.2     1.69251      Lin-Lin
 16751.5     1.69268      Lin-Lin
 16751.8     1.69286      Lin-Lin
 16752.1     1.69309      Lin-Lin
 16752.5     1.69337      Lin-Lin
 16752.8     1.69367      Lin-Lin
 16753.2     1.69399      Lin-Lin
 16753.6     1.69433      Lin-Lin
 16754.1     1.69485      Lin-Lin
 16754.6     1.69541      Lin-Lin
 16755.3     1.69619      Lin-Lin
 16756.5     1.69754      Lin-Lin
 16757.4     1.69853      Lin-Lin
 16758.1     1.69934      Lin-Lin
 16758.6     1.69993      Lin-Lin
 16759.2     1.70046      Lin-Lin
 16759.8     1.70092      Lin-Lin
